Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
11/18/2020,2/1/2020,11/14/2020,New Mexico,Male,25-34 years,23,409,24,13,0,34,
11/18/2020,2/1/2020,11/14/2020,New Mexico,Male,30-49 years,61,"1,009",66,36,0,93,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,New Mexico,Male,35-44 years,27,486,31,17,0,43,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,New Mexico,Male,45-54 years,45,684,53,25,0,77,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,New Mexico,Male,50-64 years,116,"1,677",142,66,0,197,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,New Mexico,Male,55-64 years,89,"1,293",109,50,0,149,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,New Mexico,Male,65-74 years,127,"1,767",149,60,0,220,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,New Mexico,Male,75-84 years,109,"1,945",163,48,0,228,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,New Mexico,Male,85 years and over,117,"1,725",146,41,0,223,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,New Mexico,Female,All Ages,486,"7,328",571,229,13,841,
11/18/2020,2/1/2020,11/14/2020,New Mexico,Female,Under 1 year,0,26,0,0,0,0,
11/18/2020,2/1/2020,11/14/2020,New Mexico,Female,0-17 years,0,51,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,New Mexico,Female,1-4 years,0,0,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,New Mexico,Female,5-14 years,0,0,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,New Mexico,Female,15-24 years,0,56,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,New Mexico,Female,18-29 years,0,114,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,New Mexico,Female,25-34 years,10,184,0,0,0,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,New Mexico,Female,30-49 years,29,534,33,16,0,47,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,New Mexico,Female,35-44 years,16,253,16,0,0,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,New Mexico,Female,45-54 years,30,422,36,21,0,46,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,New Mexico,Female,50-64 years,80,"1,004",100,48,0,136,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,New Mexico,Female,55-64 years,56,748,77,31,0,105,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,New Mexico,Female,65-74 years,90,"1,340",132,55,0,169,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,New Mexico,Female,75-84 years,133,"1,789",156,61,0,229,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,New Mexico,Female,85 years and over,150,"2,496",145,48,0,249,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,New York,All Sexes,All Ages,"12,131","93,398","11,817","5,765",218,"18,382",
11/18/2020,2/1/2020,11/14/2020,New York,Male,All Ages,"6,403","46,973","6,345","3,151",113,"9,700",
11/18/2020,2/1/2020,11/14/2020,New York,Male,Under 1 year,0,210,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,New York,Male,0-17 years,0,360,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,New York,Male,1-4 years,0,32,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,New York,Male,5-14 years,0,62,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,New York,Male,15-24 years,12,497,14,0,0,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,New York,Male,18-29 years,31,937,31,12,0,51,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,New York,Male,25-34 years,51,"1,142",45,23,0,75,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,New York,Male,30-49 years,312,"3,196",228,148,0,398,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,New York,Male,35-44 years,132,"1,540",91,54,0,171,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,New York,Male,45-54 years,391,"2,800",313,203,0,507,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,New York,Male,50-64 years,"1,188","8,420","1,019",590,21,"1,636",
11/18/2020,2/1/2020,11/14/2020,New York,Male,55-64 years,945,"6,630",815,464,18,"1,312",
11/18/2020,2/1/2020,11/14/2020,New York,Male,65-74 years,"1,548","9,849","1,417",764,27,"2,225",
11/18/2020,2/1/2020,11/14/2020,New York,Male,75-84 years,"1,699","11,488","1,717",844,27,"2,597",
11/18/2020,2/1/2020,11/14/2020,New York,Male,85 years and over,"1,622","12,723","1,929",792,29,"2,785",
11/18/2020,2/1/2020,11/14/2020,New York,Female,All Ages,"5,728","46,421","5,472","2,614",105,"8,682",
11/18/2020,2/1/2020,11/14/2020,New York,Female,Under 1 year,0,160,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,New York,Female,0-17 years,0,252,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,New York,Female,1-4 years,0,26,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,New York,Female,5-14 years,0,46,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,New York,Female,15-24 years,0,187,0,0,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,New York,Female,18-29 years,10,364,16,0,0,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,New York,Female,25-34 years,20,458,19,10,0,29,
11/18/2020,2/1/2020,11/14/2020,New York,Female,30-49 years,121,"1,648",108,59,0,173,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,New York,Female,35-44 years,56,752,45,29,0,74,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,New York,Female,45-54 years,143,"1,542",137,65,0,217,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,New York,Female,50-64 years,550,"5,098",577,280,15,860,
11/18/2020,2/1/2020,11/14/2020,New York,Female,55-64 years,461,"4,191",491,239,13,725,
11/18/2020,2/1/2020,11/14/2020,New York,Female,65-74 years,888,"7,262",877,448,16,"1,333",
11/18/2020,2/1/2020,11/14/2020,New York,Female,75-84 years,"1,415","10,819","1,386",677,19,"2,143",
11/18/2020,2/1/2020,11/14/2020,New York,Female,85 years and over,"2,743","20,978","2,507","1,146",46,"4,143",
11/18/2020,2/1/2020,11/14/2020,New York City,All Sexes,All Ages,"21,020","69,268","11,719","8,062",969,"24,813",
11/18/2020,2/1/2020,11/14/2020,New York City,Male,All Ages,"12,456","36,950","6,743","4,756",587,"14,501",
11/18/2020,2/1/2020,11/14/2020,New York City,Male,Under 1 year,0,175,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,New York City,Male,0-17 years,0,283,0,0,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,New York City,Male,1-4 years,0,24,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,New York City,Male,5-14 years,0,54,0,0,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,New York City,Male,15-24 years,24,355,12,0,0,28,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,New York City,Male,18-29 years,64,721,28,16,0,76,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,New York City,Male,25-34 years,118,919,67,43,0,142,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,New York City,Male,30-49 years,874,"3,199",393,295,61,981,
11/18/2020,2/1/2020,11/14/2020,New York City,Male,35-44 years,407,"1,528",166,126,27,454,
11/18/2020,2/1/2020,11/14/2020,New York City,Male,45-54 years,"1,008","2,973",490,365,73,"1,138",
11/18/2020,2/1/2020,11/14/2020,New York City,Male,50-64 years,"2,879","8,076","1,455","1,064",192,"3,287",
11/18/2020,2/1/2020,11/14/2020,New York City,Male,55-64 years,"2,260","6,251","1,142",833,149,"2,583",
11/18/2020,2/1/2020,11/14/2020,New York City,Male,65-74 years,"3,317","8,459","1,721","1,280",141,"3,764",
11/18/2020,2/1/2020,11/14/2020,New York City,Male,75-84 years,"3,166","8,627","1,781","1,259",106,"3,697",
11/18/2020,2/1/2020,11/14/2020,New York City,Male,85 years and over,"2,148","7,585","1,357",841,78,"2,678",
11/18/2020,2/1/2020,11/14/2020,New York City,Female,All Ages,"8,563","32,306","4,975","3,306",382,"10,310",
11/18/2020,2/1/2020,11/14/2020,New York City,Female,Under 1 year,0,136,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,New York City,Female,0-17 years,0,192,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,New York City,Female,1-4 years,0,12,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,New York City,Female,5-14 years,0,31,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,New York City,Female,15-24 years,10,130,0,0,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,New York City,Female,18-29 years,27,247,18,0,0,37,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,New York City,Female,25-34 years,58,338,28,16,0,71,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,New York City,Female,30-49 years,310,"1,369",149,94,23,368,
11/18/2020,2/1/2020,11/14/2020,New York City,Female,35-44 years,119,633,63,36,0,147,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,New York City,Female,45-54 years,400,"1,451",213,144,33,473,
11/18/2020,2/1/2020,11/14/2020,New York City,Female,50-64 years,"1,318","4,439",735,525,87,"1,543",
11/18/2020,2/1/2020,11/14/2020,New York City,Female,55-64 years,"1,070","3,516",592,429,68,"1,246",
11/18/2020,2/1/2020,11/14/2020,New York City,Female,65-74 years,"1,787","5,664",982,698,89,"2,087",
11/18/2020,2/1/2020,11/14/2020,New York City,Female,75-84 years,"2,327","7,623","1,376",936,90,"2,785",
11/18/2020,2/1/2020,11/14/2020,New York City,Female,85 years and over,"2,788","12,772","1,711","1,042",89,"3,481",
11/18/2020,2/1/2020,11/14/2020,North Carolina,All Sexes,All Ages,"2,926","62,308","4,502","1,178",232,"6,479",
11/18/2020,2/1/2020,11/14/2020,North Carolina,Male,All Ages,"1,522","31,952","2,388",648,109,"3,368",
11/18/2020,2/1/2020,11/14/2020,North Carolina,Male,Under 1 year,0,255,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,North Carolina,Male,0-17 years,0,446,0,0,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,North Carolina,Male,1-4 years,0,41,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,North Carolina,Male,5-14 years,0,73,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,North Carolina,Male,15-24 years,0,596,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,North Carolina,Male,18-29 years,0,"1,012",12,0,0,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,North Carolina,Male,25-34 years,14,"1,094",23,0,0,32,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,North Carolina,Male,30-49 years,102,"2,921",108,40,0,178,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,North Carolina,Male,35-44 years,46,"1,349",46,16,0,80,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,North Carolina,Male,45-54 years,113,"2,334",121,45,0,197,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,North Carolina,Male,50-64 years,282,"6,400",411,124,36,605,
11/18/2020,2/1/2020,11/14/2020,North Carolina,Male,55-64 years,215,"5,037",338,99,32,486,
11/18/2020,2/1/2020,11/14/2020,North Carolina,Male,65-74 years,373,"7,314",598,150,23,842,
11/18/2020,2/1/2020,11/14/2020,North Carolina,Male,75-84 years,418,"7,758",694,173,19,958,
11/18/2020,2/1/2020,11/14/2020,North Carolina,Male,85 years and over,340,"6,101",560,159,18,758,
11/18/2020,2/1/2020,11/14/2020,North Carolina,Female,All Ages,"1,404","30,349","2,114",530,123,"3,111",
11/18/2020,2/1/2020,11/14/2020,North Carolina,Female,Under 1 year,0,209,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,North Carolina,Female,0-17 years,0,312,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,North Carolina,Female,1-4 years,0,20,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,North Carolina,Female,5-14 years,0,52,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,North Carolina,Female,15-24 years,0,232,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,North Carolina,Female,18-29 years,0,410,11,0,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,North Carolina,Female,25-34 years,0,467,18,0,0,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,North Carolina,Female,30-49 years,42,"1,613",80,16,0,114,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,North Carolina,Female,35-44 years,16,747,37,0,0,53,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,North Carolina,Female,45-54 years,59,"1,476",89,27,11,132,
11/18/2020,2/1/2020,11/14/2020,North Carolina,Female,50-64 years,161,"4,209",285,70,28,404,
11/18/2020,2/1/2020,11/14/2020,North Carolina,Female,55-64 years,122,"3,341",230,50,20,322,
11/18/2020,2/1/2020,11/14/2020,North Carolina,Female,65-74 years,291,"5,526",451,136,31,637,
11/18/2020,2/1/2020,11/14/2020,North Carolina,Female,75-84 years,363,"7,633",549,129,20,803,
11/18/2020,2/1/2020,11/14/2020,North Carolina,Female,85 years and over,543,"10,646",735,178,28,"1,128",
11/18/2020,2/1/2020,11/14/2020,North Dakota,All Sexes,All Ages,610,"6,151",679,286,20,"1,023",
11/18/2020,2/1/2020,11/14/2020,North Dakota,Male,All Ages,339,"3,292",393,177,0,563,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,North Dakota,Male,Under 1 year,0,21,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,North Dakota,Male,0-17 years,0,41,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,North Dakota,Male,1-4 years,0,0,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,North Dakota,Male,5-14 years,0,10,0,0,0,0,
11/18/2020,2/1/2020,11/14/2020,North Dakota,Male,15-24 years,0,53,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,North Dakota,Male,18-29 years,0,93,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,North Dakota,Male,25-34 years,0,115,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,North Dakota,Male,30-49 years,16,299,24,11,0,31,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,North Dakota,Male,35-44 years,10,144,16,0,0,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,North Dakota,Male,45-54 years,12,188,22,0,0,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,North Dakota,Male,50-64 years,47,527,63,28,0,82,
11/18/2020,2/1/2020,11/14/2020,North Dakota,Male,55-64 years,38,424,46,21,0,63,
11/18/2020,2/1/2020,11/14/2020,North Dakota,Male,65-74 years,59,663,86,31,0,117,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,North Dakota,Male,75-84 years,83,783,101,44,0,141,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,North Dakota,Male,85 years and over,134,886,116,63,0,189,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,North Dakota,Female,All Ages,271,"2,859",286,109,12,460,
11/18/2020,2/1/2020,11/14/2020,North Dakota,Female,Under 1 year,0,17,0,0,0,0,
11/18/2020,2/1/2020,11/14/2020,North Dakota,Female,0-17 years,0,32,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,North Dakota,Female,1-4 years,0,0,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,North Dakota,Female,5-14 years,0,0,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,North Dakota,Female,15-24 years,0,22,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,North Dakota,Female,18-29 years,0,31,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,North Dakota,Female,25-34 years,0,35,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,North Dakota,Female,30-49 years,0,126,11,0,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,North Dakota,Female,35-44 years,0,59,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,North Dakota,Female,45-54 years,0,94,0,0,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,North Dakota,Female,50-64 years,12,311,25,0,0,33,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,North Dakota,Female,55-64 years,10,264,22,0,0,28,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,North Dakota,Female,65-74 years,33,400,57,18,0,76,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,North Dakota,Female,75-84 years,77,676,84,37,0,129,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,North Dakota,Female,85 years and over,142,"1,283",109,45,0,207,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Ohio,All Sexes,All Ages,"5,603","102,127","6,831","2,407",264,"10,290",
11/18/2020,2/1/2020,11/14/2020,Ohio,Male,All Ages,"2,883","52,424","3,720","1,306",124,"5,421",
11/18/2020,2/1/2020,11/14/2020,Ohio,Male,Under 1 year,0,366,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Ohio,Male,0-17 years,0,630,0,0,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Ohio,Male,1-4 years,0,71,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Ohio,Male,5-14 years,0,101,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Ohio,Male,15-24 years,0,773,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Ohio,Male,18-29 years,0,"1,436",15,0,0,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Ohio,Male,25-34 years,12,"1,685",30,0,0,43,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Ohio,Male,30-49 years,76,"4,463",147,33,12,202,
11/18/2020,2/1/2020,11/14/2020,Ohio,Male,35-44 years,36,"2,069",61,12,0,88,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Ohio,Male,45-54 years,102,"3,506",168,52,11,229,
11/18/2020,2/1/2020,11/14/2020,Ohio,Male,50-64 years,404,"10,209",618,189,34,867,
11/18/2020,2/1/2020,11/14/2020,Ohio,Male,55-64 years,333,"8,167",515,154,29,723,
11/18/2020,2/1/2020,11/14/2020,Ohio,Male,65-74 years,709,"11,686",922,330,34,"1,335",
11/18/2020,2/1/2020,11/14/2020,Ohio,Male,75-84 years,865,"12,396","1,059",408,24,"1,540",
11/18/2020,2/1/2020,11/14/2020,Ohio,Male,85 years and over,825,"11,604",953,345,13,"1,446",
11/18/2020,2/1/2020,11/14/2020,Ohio,Female,All Ages,"2,720","49,702","3,111","1,101",140,"4,869",
11/18/2020,2/1/2020,11/14/2020,Ohio,Female,Under 1 year,0,283,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Ohio,Female,0-17 years,0,432,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Ohio,Female,1-4 years,0,40,0,0,0,0,
11/18/2020,2/1/2020,11/14/2020,Ohio,Female,5-14 years,0,69,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Ohio,Female,15-24 years,0,305,0,0,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Ohio,Female,18-29 years,0,591,15,0,0,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Ohio,Female,25-34 years,0,774,23,0,0,38,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/18/2020,2/1/2020,11/14/2020,Ohio,Female,30-49 years,38,"2,410",88,12,17,131,
